Kumeresign,7 Days na lang. #PiliPinas2016 Debates na naman!!!
rosie_chix,My campaign for #PHVoteDuterte #PiliPinas2016 <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>
digigraphme,#TwitterElectionEmojis Encourage Participation &amp; Engagement in #PiliPinas2016 on Twitter https://t.co/D5tHpyDyxA BRAVO/COOL @RaoPratiksha
angebuen,ABS-CBN's station ID made me appreciate working at COMELEC #PiliPinas2016
MediaStat_PH,"Would you like Senator Poe to be our next president?
#PiliPinas2016"
MediaStat_PH,"Would you like Senator Santiago to be our next president?
#PiliPinas2016"
MediaStat_PH,"Would you like Roxas to be our next president?

#PiliPinas2016"
MediaStat_PH,"Would you like Mayor Duterte as our next President?
#PiliPinas2016"
MediaStat_PH,"For the young voters, do you know who to vote for in this coming election?

#PiliPinas2016"
gcmueca,Let us lead the country to the right pathway and show them the reality of this country. Youths must stand for what is right #PiliPinas2016
gcmueca,Election is getting closer and closer. Hope to see a NEW HORIZON in the country. #PiliPinas2016
jerksiopao,"and Miriam Santiago is the PH Bernie Sanders, popular with the younger demographic but isn't reflected in the voting polls #PiliPinas2016"
jerksiopao,I'm seeing the parallels between the US and PH elections like Grace Poe is essentially Hillary Clinton of the Philippines #PiliPinas2016
jasfernelope,"If elections were held today, who would you vote for president? #PiliPinas2016 https://t.co/w9kdw5nWGM"
therandysemana,"Presidentiables, solve nyo ung sta rosa murder case. #PiliPinas2016 #PiliPinasDebates2016"
govph,Information and reminders to help you through the 2016 election season: https://t.co/gUoFPq9Guq #PiliPinas2016 https://t.co/RStOcuuHm9
govph,"Application for local absentee voting has been extended. For details, visit: https://t.co/l53yY77HxW #PiliPinas2016 https://t.co/6iJkyURQzD"
toni_powers,To all the candidates for vice president: Do not make promises as is you're running for president. Hinay-hinay lang. #PiliPinas2016
minyoung,Who do you support? Vote! but also Tweet to have fun with emojis! #Pilipinas2016 https://t.co/bNeJa7HIZF
jco_xx,#PiliPinas2016 <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/SMEdJXVeaN
ideasmatterUST,"We're really glad you liked it, Atty @BalmsS! Once again, thank YOU! #ITMMakeAChoiceHaveAVoice #PiliPinas2016  https://t.co/07wxF6MQqf"
annadesilva,Pa-try nga ng emoji. #PiliPinas2016 #PHVoteDuterte #PHVoteDuterte #PHVoteDuterte #PHVoteDuterte
AkiLei1024,#PhVoteSantiago #PiliPinas2016 https://t.co/MtmimeWIg4
jjunbana,#NoToBinay #KingOfSteals #DenialKing #PiliPinas2016  https://t.co/IDVbyFidhA
itsmekikoy,"Nice emoji. 
#PHVoteRoxas
#PiliPinas2016"
dopaminemarie,Buong bayan ang ating pamilya. #IpanaloAngPamilyangPilipino #PiliPinas2016
karinakristine,The impt thing (something we should be proud of) is that cab drivers r involved. They KNOW THEIR RIGHT TO VOTE. #PiliPinas2016 #Halalan2016
dopaminemarie,"Thank you for being non-partisan in your summer station ID, @ABSCBN. The private sector has a huge role to play for #PiliPinas2016."
karinakristine,Cabbie rides are opportunities to chat and learn things for the #PiliPinas2016 #Halalan2016 mostly Duterte or Roxas (so far). #CebuVoters
shairadimayugax,Some just like free shirts. #PiliPinas2016
narryyonce,"So ang tanong ko, saan ako makakabili nung tshirt nila? #IpanaloAngPamilyangPilipino <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PiliPinas2016"
ArvieTheOne,"Matthew 27:24-25

#ConnectTheDots #PiliPinas2016"
Klerszxc,"Dapat tama, sa isip at sa salita! #PiliPinas2016"
bosskhiemby24,Ipanalo ang Pamilyang Pilipino #PiliPinas2016
yyoosoo,HEOL AKO LANG BA YUNG NAKAKITA NG POSTER NI TRILLANES AT POE. E ANG MAGKATANDEM AY SI PEO AT CHIZ? ANG GULOABA #PILIPINAS2016
jhlnfernandez,Pulse Check <U+2714> #PiliPinas2016 #IVoteGood @ Baguio Convention Center https://t.co/xpglVb2HB7
jhlnfernandez,What an experience! #PulseCheck <U+2714> #PiliPinas2016 #IVoteGood https://t.co/pj7cgaIepg
anelcmln,Sometimes I wander. Most of the time I wonder. #Wonderlust #Wanderlust #Pilipinas2016ﾅ https://t.co/A1XR4KK9q9
AisAlicaway,"#PHVoteDuterte
#PHVoteSantiago 

Vote wisely this May #PiliPinas2016"
conjon027,#PiliPinas2016 #PHVoteMarcos #PHVoteSantiago #PHVoteDuterte https://t.co/Rh01viGhQK
renzdvr,"Rodrigo Dutiti HAHAHAHAHAHA #PiliPinas2016 
 https://t.co/fAb5a8ghdk"
101ASHtray,Twitter has launched emojis for #Pilipinas2016! https://t.co/lksXLF63pC #PHVoteBinay #PHVoteDuterte #PHVotePoe #PHVoteRoxas #PHVoteSantiago
anjocalimario,#PiliPinas2016 https://t.co/AdfQFcvgJ0
anjocalimario,#PiliPinas2016 https://t.co/VUPqIlci7O
BalmsS,@ideasmatterUST you guys are most welcome. Thank you as well! #PiliPinas2016
manikreigun,"#PHVoteDuterte 
<U+2764>
#PHVoteSantiago 

#PiliPinas2016"
BalmsS,@COMELEC Voter Ed team in CEU Mendiola for a Manila Bulletin sponsored forum. #PiliPinas2016 https://t.co/e2xSfBN4dx
ideasmatterUST,Thank you Atty. Balmes @BalmsS for imparting the knowledge we need for the upcoming elections! #PiliPinas2016  https://t.co/dxiCga0nfX
tekimik,"Pre-campaign ads hit P6.7B: Bribery, tax evasion, impunity? https://t.co/X8uoOEYkxo #PiliPinas2016"
jjunbana,"Poor employees, ""forced by management"" to listen to the #KingOfSteals! LMAO! #NoToBinay #PiliPinas2016  https://t.co/oNfkOyFszG"
tweetnirizal,"@twitter_ph is sick.
It has jaundice caused by yellow prejudice.
#PiliPinas2016"
mightor20,#PiliPinas2016
iWasNamedJohn,Philippine national elections on social media platform. <ed><U+00A0><U+00BD><ed><U+00B1><U+008F> #SocialMedia #Phils #PiliPinas2016 https://t.co/QtJAaNcTHv
help017,"The Meaning Of Life
https://t.co/iEw0hJvKZt
https://t.co/D6lnOOV58H
https://t.co/7qQoSghmAc
https://t.co/qFWzgBMgje

#PiliPinas2016"
krlaamrasnts,#PHVoteSantiago #PiliPinas2016
zerocaloriesmc,"The Philippines and US politics have similarities. There's a candidate most people don't want to win, but leading the polls. #PiliPinas2016"
primpaypon,Philippine politics is always telling of the players' negotiable/non-negotiable values. #PiliPinas2016  https://t.co/1sia89ps09
eflegara,#Pilipinas2016 #PHVoteRobredo https://t.co/0iE2LIP2Kr
jamaicomagayo,#PHVoteDuterte na ta May 9 #PiliPinas2016 .
rnzmnt,@rnzmnt #PiliPinas2016
Malaya_Online,"It's TV5's turn to host presidential debate --- Sunday in Cebu. #PiliPinas2016 #Eleksyon2016
 https://t.co/uFRSvSthBi"
jAySkiEnDer,#PiliPinas2016 #Legend #Salute https://t.co/adW0COBjLz
VoiceKidsUpdate,TARA TENA! #HeatShowtime #PiliPinas2016
mfrparani,Sinong iboboto mong Presidente? #PiliPinas #PHVoteSantiago https://t.co/TCmwtqMsCm
OneMapua,#PiliPinas2016 vote now: https://t.co/ViInXQTgZh https://t.co/Pb05WhiHYY
skipDLC,The ballot is the VVPAT #PiliPinas2016 https://t.co/XsqErsgsZU
aprilyngrace,"I want too see you in person Idol. Punta ka po Las Pinas please. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>
#PHVoteDuterte #PiliPinas2016  https://t.co/GiP0Q4oGW8"
BalmsS,Thank you for having us today in your forum @ideasmatterUST. #PiliPinas2016 https://t.co/Vhl6g8aclt
DJGeo1061,So there's a special symbol when you tweet #PiliPinas2016
jasfernelope,Sinong iboboto mong Presidente? https://t.co/UUbwqkH0e3 #PiliPinas2016 #Miriam2016 #MiriamFight #PHVoteSantiago #ALDUBSwakNaSwak Hi friends<U+2764>
kuyaaaKS,@gandaneli malapit na kasi ang #PiliPinas2016 haha may nangangalap pondo huhu
jennifajardo,"Filipinos, listen! #PiliPinas2016  https://t.co/xkhQJ6Qv9S"
jsm2016,Nako Erwin Tulfo sa sunod na #PiliPinasDebates2016 #PiliPinas2016  https://t.co/aTyretiRwC
ideasmatterUST,Question and answer portion at the moment here in Beato Gallery #ITMMakeAChoiceHaveAVoice #PiliPinas2016 https://t.co/OBIeMGkfse
ideasmatterUST,Some of the students had the chance to try out the VCM. Thank you @COMELEC #ITMMakeAChoiceHaveAVoice #PiliPinas2016 https://t.co/3mvG5f4s6w
ideasmatterUST,Mr. Gerardino from COMELEC teaches the first time voters how to use the VCM #PiliPinas2016 #ITMMakeAChoiceHaveAVoice https://t.co/KYo3YJW24i
BalmsS,@COMELEC demonstrates the proper voting process to the UST studes.#PiliPinas2016 https://t.co/QCtmSYXdhB
eli_sepe,@eli_sepe #PiliPinas2016
jobereggarcia,"You can vote for Grace. You can vote for Duterte,Binay,or even Mar. But I'm with Miriam. #Miriam2016 #PiliPinas2016 https://t.co/e2uwAYVv99"
primpaypon,"Political ads are everywhere, from TV to streets. I hope @COMELEC is doing strict follow-up on candidate's campaign budget. #PiliPinas2016"
ideasmatterUST,Atty. Kriselle Balmes of COMELEC explains the purpose of the ballots #ITMMakeAChoiceHaveAVoice #PiliPinas2016 https://t.co/8wg998jiRz
kapanalig,CALLEJA: Ang pakikinig ay makikita sa gawa. #serveandlead2016 #PiliPinas2016
primpaypon,Duterte is my far second. But him praising Binay as having it all is making his statements against corruption inconsistent. #PiliPinas2016
kapanalig,"AYCO: 'Yung basic housing, dapat it is made available and very affordable. #serveandlead2016 #PiliPinas2016 https://t.co/UXSwqUAQeN"
kapanalig,CALLEJA:  People have to really be involved.  #serveandlead2016 #PiliPinas2016 https://t.co/g7gtCBWbgX
primpaypon,COMELEC &amp; DOH to put up health centers in province come Election Day. #PiliPinas2016  https://t.co/JjhFN8tu0g
noelontheroad,"Magkano kaya talent fee ni Kathryn Bernardo dito? <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>
#justasking #inctiwalag #PiliPinas2016 https://t.co/zLWKcO0V8d"
eli_sepe,@eli_sepe #PiliPinas2016
kapanalig,CALLEJA: We have to get engaged. We have to get involved. #serveandlead2016 #PiliPinas2016
kapanalig,"CALLEJA: If you want to fight social sin, you can fight by shunning personal sin. #serveandlead2016 #PiliPinas2016"
kapanalig,"AYCO: Pumasok kami mula EDSA, malinis kaming lahat. Nung lumabas kami, hindi na kami malinis lahat. #serveandlead2016 #PiliPinas2016"
kapanalig,"AYCO: We have to look out kung ano ang sistema na meron tayo, kasi we are forced to work in that system. #serveandlead2016 #PiliPinas2016"
kapanalig,AYCO: Use housing as an engine to run the economy. #serveandlead2016 #PiliPinas2016
kapanalig,"AYCO: 'Yung mga tao dito sa Metro Manila, they don't want to go out, walang trabaho du'n. #serveandlead2016 #PiliPinas2016"
kapanalig,You are currently listening to THE VERITAS SERVANT LEADERSHIP HALALAN FORUM 2016 #serveandlead2016 #PiliPinas2016
jhettro_oconer,#PiliPinas2016
kapanalig,AYCO: The (policy) proposal must make economic sense. #serveandlead2016 #PiliPinas2016
kapanalig,CALLEJA: Social sin is basically personal sin institutionalized. #serveandlead2016 #PiliPinas2016
kapanalig,AYCO: Policy makers will only respond when there is a huge public clamor. #serveandlead2016 #PiliPinas2016 https://t.co/ke9ggWKmyp
kapanalig,"AYCO: Policy makers will only respond to one thing, when they is a huge public clamor. #serveandlead2016 #PiliPinas2016"
kapanalig,"AYCO: Ang impact ng housing, napakalaki. #serveandlead2016 #PiliPinas2016"
kapanalig,"AYCO: We can see the problem, na nakikita natin, na hindi naman natin binibigyan ng atensyon. #serveandlead2016 #PiliPinas2016"
kapanalig,"Ayco: Sa konstitusyon natin, right ang housing. #serveandlead2016 #PiliPinas2016"
govph,Information and reminders to help you through the 2016 election season: https://t.co/gUoFPq9Guq #PiliPinas2016 https://t.co/NpmRN6JoY5
dzrhnews,ICYMI: Application for local absentee voting has been extended https://t.co/I8Vq70Lso2ﾅ #PiliPinas2016 I @govph https://t.co/gPuwwKVR9v
jrlbenedict,"Hello, Filipino Presidential Candidates. #PiliPinas2016 https://t.co/kITRMwkky1"
lgmacasu,#PiliPinas2016  https://t.co/mNWlGPB9cy
jrlbenedict,The Philippines needs policies like what @BernieSanders is proposing for the US. #FeelTheBern #PiliPinas2016
noelontheroad,"Shame on you, Mr Roxas. BPO was started by Gloria, not YOU! 
#PiliPinas2016 #PHVoteSantiago 
https://t.co/3CowgsDIvU"
govph,"Application for local absentee voting has been extended. For details, visit: https://t.co/l53yY77HxW #PiliPinas2016 https://t.co/7XGqUOnI4t"
jrlbenedict,If only the Philippines has a presidential candidate like @BernieSanders #FeelTheBern #PiliPinas2016
Miss_Eleu,"BAWAL TUMANGGAP NG PERA,
IBOBOTO MO MAN O HINDI YUNG KANDIDATONG NAGBIGAY!
#PiliPinas2016 https://t.co/qemQzwJpsC"
Miss_Eleu,"@COMELEC
@commrguanzon
@jabjimenez
@ChairAndyBau
#PiliPinas2016
EMOJIs for Vice Presidential candidates, please!"
Malaya_Online,".@SayChiz says supporters afraid to come out. #PiliPinas2016 #Eleksyon2016
 https://t.co/nF2zHxamRB"
deixhard,"#PHVoteDuterte 
#PHVoteSantiago 
#PHVotePoe 
#PHVoteRoxas
#PHVoteBinay 

So they had emojis. 
#PiliPinas2016"
nhammorales,"Kayo po na nakaupo subukan nyo naman pong tumayo
At baka matanaw ninyo ang tunay na kalagayan ko. #PiliPinas2016 https://t.co/BhQdZbClYQ"
rhenzsalvador,Keep calm and vote wisely! #PHVoteDuterte #PHVoteSantiago #PiliPinas2016
chezysha,"<ed><U+00A0><U+00BC><ed><U+00BE><U+00A7>I close my eyes, I see you and me driving; If I am a river, you are the ocean<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>
@MissUniverse @PiaWurtzbach <ed><U+00A0><U+00BC><ed><U+00BC><U+009E> #PiliPinas2016"
darabascara,"Usapang PanguloJuan airs on #TFC 11pm UK.
I discuss the relevance of the #OFW vote in #Halalan2016 #PiliPinas2016 https://t.co/Elz9fwQIZ1"
MediaStat_PH,"My list of inquiries for the presidentiables
#PiliPinas2016 https://t.co/Y45OnDhW0S"
POOTATO2,"#PHVotePoe <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> 
#PiliPinas2016 https://t.co/e3ob01JwWA"
BayanihanCentrl,How about this Pilipinas? To help our poor? #PHVote #PiliPinas2016 https://t.co/3Ya6Zokacf
iamjerem,Good day @COMELEC. Can you facilitate a debate and a drug testing in San Juan City? The people of the city wants it. Thanks! #PiliPinas2016
GeemmyBears,"#Pilipinas2016
#PHVoteBinay
#PHVotePoe 
#PHVoteDuterte 
#PHVoteSantiago 
#PHVoteRoxas"
zanadelossantos,"@incredibledonj #TeamReplay #PiliPinas2016
https://t.co/P7MuFKLSvU"
audreeynaline,"#PiliPinas2016

#PHVoteDuterte
#PHVoteSantiago
#PHVotePoe
#PHVoteRoxas
#PHVoteBinay"
uverokirsten,#PiliPinas2016 #PHVoteDuterte
DRL_17,#PiliPinas2016 #PHVoteDuterte
anniieecolle,Mas maganda 'to sa pangalawang presidential (?) debate! <ed><U+00A0><U+00BD><ed><U+00B9><U+0082> #PiliPinas2016
anniieecolle,"Good job, COMELEC! Ang cute cute po ng mga emojis #PiliPinas2016 hihi"
denisemusni,"#PiliPinas2016

#PHVoteSantiago
#PHVotePoe
#PHVoteDuterte
#PHVoteBinay
#PHVoteRoxas 

COOOOOL HEHEHE"
ItsMeMnhnMatthy,#PiliPinas2016
anniieecolle,#PHVoteSantiago #PiliPinas2016
realarch92,"Pag ang ABS-CBN na magco-cover ng #PiliPinasDebates2016, sana c Anthony Taberna at Karen Davila ang host. #Halalan2016 #PiliPinas2016"
UPsaHalalan,UP Baguio to hold Pulse Check: A Local Candidates Forum on 7 March https://t.co/kzY6sZZovN #PiliPinas2016
kcstrife,#PiliPinas2016 #PHVoteSantiago
averiphilinne,#PiliPinas2016 #PHVoteSantiago
Kastiliyooo,#PiliPinas2016
ianlopez1115,"I fear that various media outlets &amp; bloggers will be subjected to the Zaman treatment if ""the wrong leaders"" are elected  #PiliPinas2016"
kntrnd,"THIS CUTIES <ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>
#PHVotePoe
#PHVoteDuterte
#PHVoteBinay 
#PHVoteRoxas
#PHVoteSantiago
#PiliPinas2016"
erin_ellese,#PiliPinas2016
dianedatgotaway,"#PHVoteDuterte 
#PHVoteBinay 
#PHVoteRoxas 
#PHVotePoe 
#PHVoteSantiago 
#PiliPinas2016"
tibaraeaminor,"Hmm.. Friday? Sana makapunta ako &gt;.&lt;
""@UPLBConyos: Pupunta si #PHVoteDuterte sa UPLB on  11 March. #PiliPinas2016"""
UPLBConyos,Pupunta si #PHVoteDuterte sa UPLB on  11 March. #PiliPinas2016
luuucille,Paano mag gamit emoji sng #PiliPinas2016 #PiliPinasDebates2016
OneMapua,#PiliPinas2016: Do you know who you're voting for? https://t.co/ViInXRaSnR https://t.co/JStx63f5Gn
jourdandash07,#DU30 #PHVoteDuterte #PiliPinas2016 <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD> https://t.co/vIl6AiqVcV
iamBantay,"Kay #Binay, mas lalong gaganda at giginhawa ang kanilang buhay. Hindi mahihirap. #VotePH #NoToBinay #PiliPinas2016 https://t.co/uIuQzCbzT6"
bcdluna,"*votes ""not yet,"" sighs* #PiliPinas2016 https://t.co/eAgPlNu6QO"
charliedellosa,"Kulet ng mga emojis <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterteﾠ
#PHVoteRoxasﾠ 
#PHVoteBinayﾠ 
#PHVoteSantiagoﾠ 
#PHVotePoeﾠ
#PiliPinas2016"
whoelsebutian,Test #PiliPinas2016
alexdyoshinaga,6 days to go til #pilipinas2016
jjunbana,"The gall, Jejomar! #NoToBinay #PiliPinas2016  https://t.co/CwsYqlMg6t"
reyeslloydie,#PiliPinas2016
OneMapua,Sinong iboboto mo? #PHVoteBinayﾠ #PHVoteRoxasﾠ #PHVoteDuterteﾠ #PHVoteSantiagoﾠ #PHVotePoeﾠ #PiliPinas2016
JohnAngeloSmith,#PiliPinas2016
feeluh,#PiliPinas #PiliPinas2016 #PHVoteDuterte !!!
OneMapua,"#PiliPinas2016 SURVEY: If the elections were held today, who would you vote for president? https://t.co/anOviCADV0 https://t.co/F3yyouN8iO"
zenszei,"What an unethical way to end your 6-year term, @noynoyaquino. Your duty is to the nation, not to LP. #pilipinas2016 https://t.co/i8XlynreXy"
jmflorante,On political ads: Promises are made to be broken esp. when resources aren't identified. #PiliPinas2016 #PHVote #DapatTama #Eleksyon2016
CristianRegenci,"#Day_2_BEI_Training...
Written Exam...
Practical Exam...
and Waiting for the blessings... 
#PILIpinas2016... https://t.co/8qpzMU316D"
AlinPiyaya,VP Binay askedﾠCOA to delay report on overpriced city hall building #NOBinay  #PiliPinas2016  #voteph #VotePH2016 https://t.co/3dKKo0Yc6h
renzdvr,@FTerraces @GravityMuzic pilipinas pilipinaaas #PiliPinas2016
govph,Information and reminders to help you through the 2016 election season: https://t.co/gUoFPq9Guq #PiliPinas2016 https://t.co/XZAtaLNtdu
govph,"Application for local absentee voting has been extended. For details, visit: https://t.co/l53yY77HxW #PiliPinas2016 https://t.co/npG7ytcfNz"
fandomsyndrome,"<U+2611> #PHVoteSantiago #PiliPinas2016 

Anyone but Binay please. <ed><U+00A0><U+00BD><ed><U+00B1><U+008E>"
kylegacula,#PiliPinas2016
QTreyn,#PHVoteDuterte #PiliPinas2016
zenszei,Epal. Imeldific. Brazenly #marwithaplan. And #pilipinas2016 #halalan2016 #phvote is still more than a month away. https://t.co/nJUPcNSadW
enopiagrldn,"#PHVoteDuterte 
#PHVoteSantiago 
#PiliPinas2016"
cocoy,Agree. #PiliPinas2016. Ask not what a candidate will do for *you*. Ask what a candidate will do for our Country.  https://t.co/NhL4L1hwqS
iamDASLS,"#PHVoteDuterte  ang cute ng emoji 
#PiliPinas2016"
kaiser_sol,@gretchenho @paoloakungan  #PiliPinas2016 #PHVoteDuterte  #PHVoteSantiago  #Change
jobereggarcia,I'm for the intelligent and transparent Philippines #PiliPinas2016 #PHVoteSantiago @senmiriam
Twit__agent,Twitter launches #PiliPinas2016 emojis - InterAksyon #twitter https://t.co/Osry0H37UI
margarette2k14,#PiliPinas2016 #PHVoteDuterte
help017,"The Meaning Of Life
https://t.co/iEw0hJvKZt
https://t.co/D6lnOOV58H
https://t.co/7qQoSghmAc
https://t.co/qFWzgBMgje

#PiliPinas2016"
issotoshi,#PiliPinas2016 #PHVoteDuterte
asisjing,"Just trying these out...

#PHVoteDuterte
#PHVoteSantiago
#PHVotePoe
#PHVoteRoxas
#PHVoteBinay

#PiliPinas #PiliPinas2016"
adryandreamer,DUTERTE alone in Butuan City. Goosebumps! #PHVote #PiliPinas2016  #Duterte2016 #Halalan2016 #DU30 https://t.co/nUPKLhIkyN
ryemabeza,Tinanggap ni Marlou ang offer ni @Senyora Wooooooh! Posible ang Pagbabago. Bangon Pilipinas! #phvote2016 #Hangalan2016 #PiliPinas2016
chhhaaai,"#PHVoteBinay 
#PHVoteRoxas 
#PHVotePoe 
#PHVoteDuterte 
#PHVoteSantiago 
#PiliPinas2016"
adryandreamer,The Duterte headquarters here in Butuan City rocks with a graffiti wall.. #Duterte2016 #Halalan2016 #PiliPinas2016 https://t.co/vrpDBD05Iq
alexandraruta_,#PiliPinas2016 #PHVoteSantiago
hanahbeb,#PHVoteDuterte #PiliPinas2016  TAGA CABADBARAN!
PHpolitics612,@govph B/c of BPO/foreign investors and the Filipinos who support these industries #bpo #PiliPinas #PiliPinas2016 https://t.co/A5uTQ8gJxW
ayepoye,@TwitterPH #Pilipinas2016#PHvoteDuterte
TheCrisMorata,"DUTERTE, POE, ROXAS, SANTIAGO AT BINAY.
Sino ang gusto mong manalo bilang Presidente? #Pilipinas2016
Comment down!
#LB #FL (Y) <U+2764>"
